Entity,AttributeName,Attribute
西安医科大学,学校类型,公立大学
西安医科大学,主管部门,西安交通大学
同济大学,学校类别,公立大学
同济大学,主管部门,中华人民共和国教育部
西安大学,学校类别,公立大学
西安邮电大学,学校类别,公立大学
西财财经大学,学校类别,私立大学
西藏大学,学校类别,公立大学
邢台学院,主管部门,河北省
邢台职业技术学院,学校类别,公立大学
邢台职业技术学院,主管部门,河北省
香港中文大学,学校类别,公立大学
香港城市大学,类型,公立大学
香港大学,学校类别,公立大学
香港大学,联盟,环太平洋大学联盟
云南体育运动职业技术学院,学校类别,公立大学
云南体育运动职业技术学院,主管部门,云南省
西安电子科技大学,学校类别,公立大学
西安电子科技大学,现任校长,杨宗凯
西安电子科技大学,主管部门,中华人民共和国教育部
云南交通职业技术学院,学校类别,公立大学
云南交通职业技术学院,主管部门,云南省
云南农业职业技术学院,学校类别,公立大学
云南农业职业技术学院,主管部门,云南省
云南广播电视大学,学校类别,公立大学
云南医学高等专科学校,类别,公立大学
云南新兴职业学院,主管部门,云南省
云南林业职业技术学院,学校类别,公立大学
云南林业职业技术学院,主管部门,云南省
云南艺术学院,学校类别,公立大学
云南艺术学院,主管部门,云南省
云南财经大学,学校类别,公立大学
云南警官学院,学校类别,公立大学
云南警官学院,主管部门,云南省
延边大学,学校类别,公立大学
延边科学技术大学,学校类型,大学
延边科学技术大学,所属地区,延吉市
扬州大学,学校类别,公立大学
扬州大学,主管部门,江苏省
殷祥超,性别,男
殷祥超,民族,汉族
殷祥超,国籍,中国
盐城师范学院,学校类别,公立大学
盐城师范学院,学校类型,师范院校
盐城工学院,学校类别,公立大学
玉溪师范学院,主管部门,云南省
中华女子学院,学校类别,公立大学
中南大学湘雅医学院,类别,公立大学
中南大学湘雅医学院,类型,公立大学
中南大学湘雅医学院,主管部门,中南大学
中南大学湘雅医学院,学校类型,大学
中国人民公安大学,学校类别,公立大学
中南财经政法大学,学校类别,公立大学
中南财经政法大学,主管部门,中华人民共和国教育部
中国人民解放军信息工程大学,类别,军事院校
中国人民解放军信息工程大学,类型,军事院校
中国人民解放军信息工程大学,学校类型,研究型大学
中国人民解放军国际关系学院,学校类别,公立大学
中南大学,学校类别,公立大学
中南大学,主管部门,中华人民共和国教育部
中国人民解放军外国语学院,学校类别,公立大学
中国人民大学,学校类别,公立大学
中国人民大学,主管部门,中华人民共和国教育部
西南科技大学,学校类别,公立大学
中国人民解放军空军长春飞行学院,学校类别,公立大学
中国人民解放军第二军医大学,学校类别,公立大学
中国人民解放军陆军航空兵学院,学校类别,公立大学
中国人民解放军陆军航空兵学院,学校类型,军事院校
中国农业大学,学校类别,公立大学
中国农业大学,主管部门,中华人民共和国教育部
中国劳动关系学院,学校类别,公立大学
中国刑事警察学院,学校类别,公立大学
中国医科大学,学校类别,公立大学
中国协和医科大学,中文名,北京协和医学院
中国文化大学,学校类别,私立大学
中国戏曲学院,所属地区,北京市
中国戏曲学院,主管部门,北京市
中国民航大学,学校类别,公立大学
中国民航大学,所属地区,天津市
中国科学技术大学,学校类别,公立大学
中国科学技术大学,主管部门,中国科学院
中国矿业大学,学校类别,公立大学
中国矿业大学,主管部门,中华人民共和国教育部
中国药科大学,学校类别,公立大学
中国药科大学,现任校长,来茂德
中国药科大学,主管部门,江苏省
中国社会科学院研究生院,主管部门,中国社会科学院
中国纺织大学,学校类别,公立大学
中国纺织大学,主管部门,中华人民共和国教育部
中国防卫科技学院,学校类型,大学
中国音乐学院,学校类别,公立大学
中国音乐学院,主管部门,北京市
中央美术学院,学校类别,公立大学
中央美术学院,主管部门,中华人民共和国教育部
张家口农业高等专科学校,类别,公立大学
中山医学大学,学校类别,私立大学
张家口职业技术学院,所属地区,中国
中央音乐学院,学校类别,公立大学
中央音乐学院,所属地区,北京市
中央音乐学院,主管部门,中华人民共和国教育部
张安哥,民族,汉族
张安哥,国籍,中国
张安哥,毕业院校,西南交通大学
昭通师范高等专科学校,学校类别,公立大学
昭通师范高等专科学校,现任校长,周学斌
浙江万里学院,学校类别,公立大学
浙江万里学院,主管部门,浙江省
浙江外国语学院,学校类别,公立大学
浙江大学城市学院,现任校长,韦巍
浙江传媒学院,学校类别,公立大学
浙江传媒学院,主管部门,浙江省
浙江大学,学校类别,公立大学
浙江大学,主管部门,中华人民共和国教育部
浙江大学宁波理工学院,党委书记,胡征宇
浙江树人大学,中文名,浙江树人学院
浙江海洋大学,学校类别,公立大学
浙江工业大学,学校类别,公立大学
浙江工业大学,主管部门,浙江省
浙江工商大学,学校类别,公立大学
浙江工商大学,主管部门,浙江省
浙江海洋学院,中文名,浙江海洋大学
浙江海洋学院,学校类别,公立大学
浙江理工大学,学校类别,公立大学
浙江理工大学,所属地区,浙江省
浙江理工大学,主管部门,浙江省
浙江经贸职业技术学院,现任校长,陈德泉
浙江经贸职业技术学院,主管部门,浙江省
章仁彪,国籍,中国
章仁彪,毕业院校,复旦大学
郑州工业大学,中文名,郑州大学
郑州工业大学,学校类别,公立大学
郑州工业大学,现任校长,刘炯天
郑州工业大学,主管部门,河南省
重庆大学,学校类别,公立大学
重庆大学,主管部门,中华人民共和国教育部
重庆工商大学,学校类别,公立大学
重庆工商大学,主管部门,重庆市
重庆医科大学,学校类别,公立大学
重庆医科大学,主管部门,重庆市
重庆工学院,学校类别,公立大学
重庆工学院,主管部门,重庆市
重庆师范大学,学校类别,公立大学
重庆师范大学,主管部门,重庆市
重庆电力高等专科学校,学校类别,公立大学
重庆社会工作职业学院,中文名,重庆城市管理职业学院
重庆社会工作职业学院,学校类别,公立大学
重庆邮电学院,学校类别,公立大学
重庆邮电学院,主管部门,重庆市
中国浙江理工大学,中文名,浙江理工大学
中国浙江理工大学,学校类别,公立大学
中国浙江理工大学,所属地区,浙江省
中国浙江理工大学,主管部门,浙江省
奥岩松,性别,男
奥岩松,民族,汉族
奥岩松,国籍,中国
中国计量大学,学校类别,公立大学
中国计量大学,主管部门,浙江省
包建民,国籍,中国
安启念,性别,男
安启念,国籍,中国
安启念,职业,教授
艾晓明,国籍,中国
艾晓明,毕业院校,北京师范大学
安黛宗,性别,男
安黛宗,民族,汉族
安黛宗,国籍,中国
安黛宗,职业,教授
白廷柱,性别,男
白廷柱,民族,汉族
白廷柱,国籍,中国
白廷柱,职业,教授
白中科,民族,汉族
白中科,国籍,中国
白中科,毕业院校,山西农业大学
补家武,国籍,中国
白志达,民族,汉族
白志达,国籍,中国
鲍世宁,性别,男
鲍世宁,国籍,中国
鲍世宁,毕业院校,浙江大学
白志民,民族,汉族
白志民,国籍,中国
岑兆丰,国籍,中国
岑兆丰,毕业院校,浙江大学
储祖旺,性别,男
储祖旺,国籍,中国
储祖旺,政党,中国共产党
岑沛霖,性别,男
岑沛霖,国籍,中国
岑沛霖,职业,教授
岑沛霖,毕业院校,浙江大学
仇佩亮,性别,男
仇佩亮,民族,汉族
仇佩亮,国籍,中国
仇佩亮,政党,中国共产党
仇佩亮,信仰,中国共产党
岑况,民族,汉族
岑况,国籍,中国
岑可法,性别,男
岑可法,国籍,中国
岑可法,毕业院校,华中工学院
岑可法,政党,中国共产党
岑运强,性别,男
岑运强,国籍,中国
岑运强,毕业院校,北京师范大学
成金华,国籍,中国
成金华,毕业院校,中国地质大学
崔彬,国籍,中国
成建梅,民族,汉族
成建梅,国籍,中国
才鸿年,国籍,中国
才鸿年,毕业院校,北京钢铁学院
才鸿年,政党,中国共产党
承焕生,性别,男
承焕生,国籍,中国
承焕生,毕业院校,复旦大学物理系
曹传宝,民族,汉族
曹传宝,国籍,中国
曹传宝,毕业院校,南京大学
曹希绅,国籍,中国
曹希绅,职业,教授
曹新志,民族,汉族
曹新志,国籍,中国
曹晋,性别,女
曹晋,民族,汉族
曹晋,国籍,中国
曹凯鸣,国籍,中国
曹凯鸣,毕业院校,复旦大学
曹茂盛,性别,男
曹茂盛,国籍,中国
查道林,民族,汉族
查道林,国籍,中国
查道林,毕业院校,四川大学
曹树基,国籍,中国
曹树基,毕业院校,复旦大学
程天权,出生地,上海市
程天权,民族,汉族
程天权,国籍,中国
程天权,毕业院校,复旦大学
程天权,籍贯,中国
柴志恒,国籍,中国
程希平,国籍,中国
